ts,pos_id,token_symbol,token_mint,token_program,is_token2022,token_extensions,exit_state,exit_reason,route_name,route_order,vsol_at_trigger,vsol_at_sell,migration_age,dex_id,pool_address,simulation_ok,simulation_error,custom_error_code,tx_sent,tx_sig,confirmed,confirm_error,jupiter_price_impact_pct,fallback_used,final_status,error_class,notes
2026-07-05T02:08:18,L1463e51,WLA,7YhDH6qgamcEXdZE4intFuuLxNeqZDfqj43BY5YJpump,,,,GRADUATED_PUMPSWAP,,PUMPSWAP_LOCAL,,,,,pumpfun,,False,,,,,False,,,,failed,pumpswap_no_pool,pool_err:pumpswap_no_pool
2026-07-05T02:09:08,L872f3a7,LEAN,2dbPYPwi1LKgGpmksBUEFkptyeHRyJpKw58Xhvvypump,,,,GRADUATED_PUMPSWAP,,PUMPSWAP_LOCAL,,,,,pumpfun,,False,,,,,False,,,,failed,pumpswap_no_pool,pool_err:pumpswap_no_pool
2026-07-05T02:09:18,L1463e51,WLA,7YhDH6qgamcEXdZE4intFuuLxNeqZDfqj43BY5YJpump,,,,GRADUATED_PUMPSWAP,,PUMPSWAP_LOCAL,,,,,pumpfun,,False,,,,,False,,,,failed,pumpswap_no_pool,pool_err:pumpswap_no_pool
2026-07-05T02:10:09,L872f3a7,LEAN,2dbPYPwi1LKgGpmksBUEFkptyeHRyJpKw58Xhvvypump,,,,GRADUATED_PUMPSWAP,,PUMPSWAP_LOCAL,,,,,pumpfun,,False,,,,,False,,,,failed,pumpswap_no_pool,pool_err:pumpswap_no_pool
2026-07-05T02:10:20,L1463e51,WLA,7YhDH6qgamcEXdZE4intFuuLxNeqZDfqj43BY5YJpump,,,,GRADUATED_PUMPSWAP,,PUMPSWAP_LOCAL,,,,,pumpfun,,False,,,,,False,,,,failed,pumpswap_no_pool,pool_err:pumpswap_no_pool
2026-07-05T02:11:20,L1463e51,WLA,7YhDH6qgamcEXdZE4intFuuLxNeqZDfqj43BY5YJpump,,,,GRADUATED_PUMPSWAP,,PUMPSWAP_LOCAL,,,,,pumpfun,,False,,,,,False,,,,failed,pumpswap_no_pool,pool_err:pumpswap_no_pool
2026-07-05T02:11:20,L872f3a7,LEAN,2dbPYPwi1LKgGpmksBUEFkptyeHRyJpKw58Xhvvypump,,,,GRADUATED_PUMPSWAP,,PUMPSWAP_LOCAL,,,,,pumpfun,,False,,,,,False,,,,failed,pumpswap_no_pool,pool_err:pumpswap_no_pool
2026-07-05T02:12:21,L1463e51,WLA,7YhDH6qgamcEXdZE4intFuuLxNeqZDfqj43BY5YJpump,,,,GRADUATED_PUMPSWAP,,PUMPSWAP_LOCAL,,,,,pumpfun,,False,,,,,False,,,,failed,pumpswap_no_pool,pool_err:pumpswap_no_pool
2026-07-05T02:12:31,L872f3a7,LEAN,2dbPYPwi1LKgGpmksBUEFkptyeHRyJpKw58Xhvvypump,,,,GRADUATED_PUMPSWAP,,PUMPSWAP_LOCAL,,,,,pumpfun,,False,,,,,False,,,,failed,pumpswap_no_pool,pool_err:pumpswap_no_pool
2026-07-05T02:13:32,L1463e51,WLA,7YhDH6qgamcEXdZE4intFuuLxNeqZDfqj43BY5YJpump,,,,GRADUATED_PUMPSWAP,,PUMPSWAP_LOCAL,,,,,pumpfun,,False,,,,,False,,,,failed,pumpswap_no_pool,pool_err:pumpswap_no_pool
2026-07-05T02:13:33,L872f3a7,LEAN,2dbPYPwi1LKgGpmksBUEFkptyeHRyJpKw58Xhvvypump,,,,GRADUATED_PUMPSWAP,,PUMPSWAP_LOCAL,,,,,pumpfun,,False,,,,,False,,,,failed,pumpswap_no_pool,pool_err:pumpswap_no_pool
